,index,Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude
1502,1906370,1111159523,2015-04-14T00:00:00,1820.0,,,CO,201601.0,,TOYO,TR,BR,2376 S GLENDON AVE,00123,51.0,8058L,PREF PARKING,68.0,6432012.5,1837624.7
1503,1906460,1111169021,2015-04-14T00:00:00,929.0,,,CA,201601.0,,HOND,PA,BR,3405 S OVERLAND AV,00146,51.0,8069C,PKD OVER TIME LIMIT,58.0,6436653.8,1832101.2
1504,1915400,1087422490,2015-04-08T00:00:00,1550.0,,,CA,201205.0,,HOND,PA,BR,115TH ST/GRAPE ST,01845,1.0,80714,PRIVATE PROPERTY,68.0,6489985.6,1797174.2
1505,1915429,1105424320,2015-04-12T00:00:00,1220.0,,,CA,201505.0,,NISS,TR,BR,11TH W/O CENTRAL,13XL3,1.0,013,22500H,68.0,99999.0,99999.0
1506,1915433,1105450695,2015-04-09T00:00:00,1545.0,,,CA,201412.0,,FORD,VN,BR,VALERIO ST/LURLINE,00021,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1507,1915436,1106201504,2015-04-09T00:00:00,1645.0,,,CA,201510.0,,CADI,SU,BR,9301 TAMPA AV,35MQ1,1.0,569,2251157A,363.0,6394360.0,1909871.3
1508,1915437,1106201515,2015-04-09T00:00:00,1645.0,,,CA,201510.0,,CADI,SU,BR,9301 TAMPA AV,35MQ1,1.0,225078A,HANDICAP/NO DP ID,363.0,6394360.0,1909871.3
1509,1915518,1109410256,2015-04-16T00:00:00,1036.0,,,CA,201602.0,,HOND,PA,BR,944 S DEWEY AVE,00477,54.0,8069BS,NO PARK/STREET CLEAN,73.0,6472069.9,1842306.3
1510,1915707,1110192926,2015-04-12T00:00:00,840.0,,,CA,201502.0,,HOND,PA,BR,WILLOUGHBY/HARPER,7EL1,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1511,1915731,1110404643,2015-04-12T00:00:00,1509.0,,,CA,201511.0,,TOYO,PA,BR,4730 CRYSTAL SPRING,,1.0,8056E4,RED ZONE,93.0,99999.0,99999.0
1512,1915800,1111156815,2015-04-15T00:00:00,1828.0,,,CA,201508.0,,MINI,PA,BR,964 GAYLEY AVE,00123,51.0,8069A,NO STOPPING/STANDING,93.0,6425921.9,1845429.9
1513,1915850,1111164666,2015-04-15T00:00:00,1015.0,,,CA,201601.0,,HOND,PA,BR,10727 WOODBINE ST,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6436453.5,1832001.3
1514,1915858,1111164740,2015-04-15T00:00:00,1028.0,,,CA,201505.0,,CADI,PA,BR,10886 CHARNOCK RD,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6436092.1,1829960.2
1515,1915883,1111164994,2015-04-15T00:00:00,1401.0,PM236,,CA,201505.0,,NISS,PA,BR,3771 MOTOR AV,00146,51.0,8813B,METER EXPIRED,63.0,6439126.7,1830293.5
1516,1915940,1111874385,2015-04-10T00:00:00,1300.0,,,CA,201509.0,,LINC,TR,BR,500 WORLD WAY,2C2B,2.0,000,17104c,,6438662.6,1801793.2
1517,1915983,1111893613,2015-04-15T00:00:00,2054.0,,,CA,201602.0,,HYUN,PA,BR,380 WORLD WAY L/L,,2.0,8939,WHITE CURB,58.0,6437952.7,1801832.1
1518,1916000,1111901011,2015-04-10T00:00:00,2112.0,,,CA,201603.0,,TOYO,PA,BR,200 WORLD WAY L/L,3C13B,2.0,000,17104h,,6438548.0,1802557.9
1519,1916008,1111902470,2015-04-09T00:00:00,1925.0,,,CA,201504.0,,TOYO,PA,BR,200 WORLD WAY L/L,3C13B,2.0,000,17104h,,6438548.0,1802557.9
1520,1916021,1111912104,2015-04-14T00:00:00,556.0,,,CA,201601.0,,FORD,PA,BR,6101 WESTCHESTER PKW,3A104,2.0,80714,PRIVATE PROPERTY,68.0,6443200.1,1805441.7
1521,1916086,1111937750,2015-04-15T00:00:00,1102.0,,,CA,201506.0,,TOYO,PA,BR,380 WORLD WAY U/L,1FB41,2.0,8939,WHITE CURB,58.0,6437952.7,1801832.1
1522,1916103,1111944713,2015-04-08T00:00:00,835.0,,,CA,201509.0,,TOYO,TR,BR,6661 IMPERIAL HWY,5M27,2.0,80714,PRIVATE PROPERTY,68.0,6512203.6,1796677.7
1523,1916173,1111954826,2015-04-08T00:00:00,1208.0,,,CA,,,DODG,TR,BR,700 WORLD WAY,7K949,2.0,8939,WHITE CURB,58.0,6439974.2,1801963.4
1524,1916199,1111957781,2015-04-08T00:00:00,2125.0,,,CA,201411.0,,GMC,TR,BR,401 W/W 2D,00024,2.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
1525,1916201,1111957814,2015-04-09T00:00:00,1630.0,,,CA,201512.0,,AUDI,PA,BR,601 W/W 3B,00024,2.0,8940,PARKING AREA,58.0,99999.0,99999.0
1526,1916222,1111958411,2015-04-13T00:00:00,1020.0,,,CA,201412.0,,LINC,PA,BR,701 WORLD WAY LAX,5M33,2.0,5204A,EXPIRED TAGS,25.0,6439974.2,1801963.4
1527,1923140,1107522765,2015-04-18T00:00:00,1633.0,,,CA,,,FORD,TR,BR,1234 SUNSET,,58.0,8069A,NO STOPPING/STANDING,93.0,99999.0,99999.0
1528,1923150,1107594342,2015-04-09T00:00:00,1218.0,,,CA,201407.0,,CHRY,PA,BR,5222 LEXINGTON AVE,6A63,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1529,1923458,1109433194,2015-04-16T00:00:00,1015.0,,,CA,201601.0,,ACUR,PA,BR,4601 W MARTIN LUTHER,00532,55.0,8069BS,NO PARK/STREET CLEAN,73.0,6456526.3,1829251.7
1530,1923464,1109433253,2015-04-16T00:00:00,1102.0,,,CA,201508.0,,INFI,PA,BR,3508 S CHESAPEAKE,00532,55.0,8069BS,NO PARK/STREET CLEAN,73.0,6457072.6,1831140.0
1531,1923493,1109904412,2015-04-13T00:00:00,2115.0,,,CA,201508.0,,CHEV,PA,BR,1466 E 21ST ST,13E3,1.0,013,22500H,68.0,6486462.0,1829794.5
1532,1923497,1109904460,2015-04-14T00:00:00,2310.0,,,CA,201603.0,,HOND,PA,BR,AVALON/GAGE,13E3,1.0,556,8755,105.0,99999.0,99999.0
1533,1923712,1111009255,2015-04-13T00:00:00,1018.0,,,CA,,,TOYO,PA,BR,18000 KILLION AVE,00377,53.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1534,1923814,1111156955,2015-04-16T00:00:00,1754.0,,,CA,201511.0,,HOND,PA,BR,12931 FERNDALE AVE,00123,51.0,018,22502A,63.0,6427460.5,1822730.0
1535,1923929,1111165134,2015-04-16T00:00:00,829.0,,,CA,201510.0,,HOND,PA,BR,3759 VINTON AV,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1536,1923955,1111165392,2015-04-16T00:00:00,1020.0,,,CA,201508.0,,HOND,PA,BR,10728 TABOR ST,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6437093.0,1830968.7
1537,1932134,1105611430,2015-04-14T00:00:00,2145.0,,,CA,201509.0,,INFI,PA,BR,5335 VALLEY BLVD,4E1,1.0,024,22514,68.0,99999.0,99999.0
1538,1932437,1109429613,2015-04-20T00:00:00,835.0,,,CA,201506.0,,HOND,PA,BR,1236 W 62ND ST,00545,55.0,8069BS,NO PARK/STREET CLEAN,73.0,6471734.8,1816422.1
1539,1932463,1109432726,2015-04-17T00:00:00,1303.0,,,CA,201506.0,,CHEV,PA,BR,100 W 85TH PL,00544,55.0,8056E4,RED ZONE,93.0,99999.0,99999.0
1540,1932468,1109441174,2015-04-20T00:00:00,708.0,,,CA,,,CHRY,PA,BR,9312 S CENTRAL,00552,55.0,8056E4,RED ZONE,93.0,6484216.1,1804929.3
1541,1932611,1111164331,2015-04-17T00:00:00,816.0,RS114,,CA,201508.0,,HOND,PA,BR,2867 S ROBERTSON BL,00146,51.0,8813B,METER EXPIRED,63.0,6443779.1,1835574.8
1542,1940268,1102885162,2015-04-12T00:00:00,1418.0,,,CA,201602.0,,TOYO,SU,BR,BERTH 73 W/S,C80,3.0,000,8709b,,99999.0,99999.0
1543,1940449,1109410470,2015-04-21T00:00:00,1251.0,,,CA,201512.0,,TOYO,PA,BR,1316 N FORMOSA AV,00475,54.0,80713*,PARKING/FRONT YARD 2,93.0,99999.0,99999.0
1544,1940593,1110042102,2015-04-18T00:00:00,2025.0,,,CA,200216.0,,CHEV,TR,BR,115TH ST E/O GRAPE,01849,1.0,80714,PRIVATE PROPERTY,68.0,6489985.6,1797174.2
1545,1940881,1110090380,2015-04-02T00:00:00,1650.0,,,IL,201402.0,,BUIC,PA,BR,OXFORD AV/HARRISON,20M18,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1546,1941082,1111163336,2015-04-20T00:00:00,846.0,PR24,,CA,201511.0,,VOLV,PA,BR,1245 S WOOSTER ST,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6445778.8,1842613.2
1547,1941101,1111164025,2015-04-20T00:00:00,1212.0,,,CA,201504.0,,TOYO,PA,BR,1126 S ELM DR,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6442052.5,1843108.2
1548,1941135,1111166044,2015-04-20T00:00:00,1705.0,,,CA,,,UNK,TR,BR,914 S BARRINGTON AVE,00123,51.0,8069AP,NO STOP/STAND PM,93.0,6420865.4,1841993.6
1549,1941147,1111166162,2015-04-20T00:00:00,1922.0,,,CA,201510.0,,TOYO,PA,BR,2415 S VETERAN AVE,00123,51.0,8058L,PREF PARKING,68.0,6431153.3,1836689.4
1550,1941236,1112514572,2015-04-04T00:00:00,1130.0,,,IL,201009.0,,CADI,PA,BR,1900 E OPP ST,K98,3.0,4000A1,NO EVIDENCE OF REG,50.0,6489029.1,1743805.3
1551,1950049,1110645605,2015-04-22T00:00:00,1406.0,,,CA,201509.0,,NISS,PA,BR,4605 N FIGUEROA ST,00675,56.0,8056E1,WHITE ZONE,58.0,6506143.0,1865180.0
1552,1950133,1111162625,2015-04-21T00:00:00,836.0,,,CA,201506.0,,HOND,PA,BR,1007 S CORINA ST,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1553,1959861,1104666651,2015-04-22T00:00:00,2015.0,,,CA,201512.0,,DODG,PA,BR,700 WORLD WAY,2X1,2.0,000,17104h,,6439974.2,1801963.4
1554,1960095,1109477213,2014-04-23T00:00:00,1219.0,,,CA,,,HYUN,PA,BR,721 N STANLEY AV,3RD,54.0,8069C,PKD OVER TIME LIMIT,58.0,6453765.4,1853163.0
1555,1960131,1110042010,2015-04-11T00:00:00,1355.0,,,CA,201602.0,,TOYO,PA,BR,115TH ST/CROESUS AVE,01849,1.0,80714,PRIVATE PROPERTY,68.0,6490824.1,1796895.7
1556,1960148,1110134933,2015-04-16T00:00:00,935.0,,,CA,201602.0,,CHEV,TR,BR,2149 E 97TH ST,18HL2,1.0,8056E4,RED ZONE,93.0,99999.0,99999.0
1557,1960207,1110405376,2015-04-18T00:00:00,2245.0,,,CA,201504.0,,TOYO,PA,BR,HATTERAS/VANALDEN,01041,1.0,8069B,NO PARKING,73.0,99999.0,99999.0
1558,1960213,1110407550,2015-04-17T00:00:00,1955.0,,,CA,201503.0,,TOYO,PA,BR,EDGECLIFF AV/OSCEOLA,,36.0,8603,PK IN PROH AREA,68.0,99999.0,99999.0
1559,1960320,1111163760,2015-04-22T00:00:00,806.0,,,CA,201510.0,,HYUN,PA,BR,3519 CLARINGTON AV,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6439101.2,1832808.3
1560,1960341,1111163970,2015-04-22T00:00:00,843.0,,,CA,201512.0,,HOND,PA,BR,3732 KEYSTONE AV,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6438215.5,1830186.4
1561,1960385,1111745596,2015-04-22T00:00:00,1230.0,,,CA,201406.0,,GMC,PA,BR,11056 CHARNOCK RD,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6435068.3,1829288.6
1562,1960386,1111745600,2015-04-22T00:00:00,1233.0,,,TX,201409.0,,LEXU,PA,BR,11030 CHARNOCK RD,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6435173.7,1829358.0
1563,1960390,1111745644,2015-04-22T00:00:00,1240.0,,,CA,201504.0,,FORD,PA,BR,3729 GREENFIELD AV,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6436125.7,1828649.9
1564,1960399,1111745736,2015-04-22T00:00:00,1408.0,,,CA,201605.0,,HOND,PA,BR,1152 S ELM DR,00146,51.0,8056E2,YELLOW ZONE,58.0,6442050.5,1842886.4
1565,1960412,1111885585,2015-04-12T00:00:00,1555.0,,,CA,201601.0,,CHEV,PA,BR,7610 WOODLEY AVE,3C12,11.0,80714,PRIVATE PROPERTY,68.0,6415430.9,1898649.2
1566,1967805,1107693322,2015-04-15T00:00:00,2135.0,,,CA,201504.0,,SCIO,PA,BR,LOS ANGELES/7TH ST,00164,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1567,1967806,1107693333,2015-04-15T00:00:00,2355.0,,,CA,201305.0,,ACUR,PA,BR,5TH ST E/O STANFORD,00158,1.0,4000A1,NO EVIDENCE OF REG,50.0,6488598.0,1837952.8
1568,1967814,1107798215,2015-04-17T00:00:00,2300.0,,,CA,201510.0,,CHEV,PA,BR,SANTA FE/JESSE ST,1A2,1.0,8069B,NO PARKING,73.0,99999.0,99999.0
1569,1968000,1109416976,2015-04-24T00:00:00,1218.0,,,CA,201603.0,,TOYO,VN,BR,1406 N MARIPOSA,00444,54.0,8069BS,NO PARK/STREET CLEAN,73.0,6471016.5,1857739.8
1570,1968328,1111455553,2015-04-23T00:00:00,1011.0,,,CA,201602.0,,FORD,PA,BR,7508 ROYER AV,00371,53.0,8069BS,NO PARK/STREET CLEAN,73.0,6371940.6,1898060.3
1571,1968372,1111745121,2015-04-23T00:00:00,1645.0,,,CA,,,FRTL,TR,BR,1940 S WESTWOOD BLVD,00123,51.0,8069AP,NO STOP/STAND PM,93.0,6429921.2,1839983.3
1572,1968429,1111746333,2015-04-23T00:00:00,817.0,,,CA,201508.0,,TOYO,PA,BR,3774 JASMINE AV,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6439804.7,1830662.0
1573,1976608,1108408652,2015-04-20T00:00:00,1559.0,,,CA,201503.0,,HYUN,PA,BR,9TH ST/MANHATTAN,20FB4,1.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
1574,1976767,1109420001,2015-04-27T00:00:00,1205.0,,,CA,201510.0,,LEXU,PA,BR,457 S LAKE ST,00476,54.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1575,1976856,1109913394,2015-04-21T00:00:00,1015.0,,,CA,201403.0,,MBNZ,PA,BR,52ND ST/HOLMES AV,13A85,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1576,1976994,1111455310,2015-04-26T00:00:00,828.0,,,CA,201507.0,,CHRY,PA,BR,6122 COLFAX AV,350R,53.0,018,22502A,63.0,99999.0,99999.0
1577,1977037,1111742811,2015-04-26T00:00:00,2205.0,,,CA,201603.0,,CHEV,PA,BR,11723 MISSISSIPPI AV,00123,51.0,8069B,NO PARKING,73.0,99999.0,99999.0
1578,1977038,1111742833,2015-04-26T00:00:00,2211.0,,,CA,201511.0,,BMW,PA,BR,2037 S COTNER AVE,00123,51.0,8069B,NO PARKING,73.0,99999.0,99999.0
1579,1977109,1111746145,2015-04-24T00:00:00,815.0,PM106,,CA,201507.0,,TOYO,PA,BR,3775 DUNN DR,00146,51.0,8813B,METER EXPIRED,63.0,99999.0,99999.0
1580,1977111,1111746160,2015-04-24T00:00:00,818.0,PM131,,CA,201506.0,,HOND,PA,BR,10113 VENICE BL,00146,51.0,8813B,METER EXPIRED,63.0,99999.0,99999.0
1581,1977134,1111915361,2015-04-17T00:00:00,1620.0,,,CA,201411.0,,KIA,PA,BR,101 WORLD WAY,5M25,2.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
1582,1977164,1111936383,2015-04-23T00:00:00,1505.0,,,CA,201507.0,,MBNZ,TR,BR,200 WORLD WAY 2N,00024,2.0,007,22500B,68.0,99999.0,99999.0
1583,2003078,1108177545,2015-04-26T00:00:00,2250.0,,,CA,201503.0,,NISS,PA,BR,VISTA DEL MAR/IMPERI,14FB1,1.0,8069B,NO PARKING,73.0,99999.0,99999.0
1584,2003103,1108406456,2015-04-23T00:00:00,1228.0,,,CA,201503.0,,HOND,SU,BR,5TH AVE/9TH ST,20FB4,1.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
1585,2003120,1108970041,2015-04-21T00:00:00,830.0,,,CA,201409.0,,FORD,PA,BR,M/WILMINGTON,00005,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1586,2003135,1109232541,2015-04-29T00:00:00,1033.0,,,CA,201505.0,,LEXU,PA,BR,653 E 110TH ST,00558,55.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1587,2003191,1109418634,2015-04-30T00:00:00,1328.0,,,CA,201507.0,,BMW,PA,BR,600 S MARIPOSA AVE,00487,54.0,8056E4,RED ZONE,93.0,99999.0,99999.0
1588,2003269,1109840340,2015-04-21T00:00:00,900.0,,,CA,201409.0,,ACUR,PA,BR,ISLAND/F ST,25MX1,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1589,2003305,1110071723,2015-04-24T00:00:00,1415.0,,,CA,201408.0,,LEXU,PA,BR,FARIS DR/CHARNOCK,14Z23,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1590,2003428,1111448505,2015-04-27T00:00:00,1206.0,,,CA,201411.0,,LINC,PA,BR,20964 COSTANSO ST,00376,53.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1591,2003473,1111741514,2015-04-29T00:00:00,1030.0,,,AZ,201507.0,,BENZ,PA,BR,3444 VINTON AVE,00141,51.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1592,2003610,1111954874,2015-04-27T00:00:00,1042.0,,,CA,201601.0,,CHEV,PA,BR,200 WORLD WAY,7K949,2.0,000,17104h,,6439997.9,1802686.4
1593,2003615,1111957862,2015-04-28T00:00:00,1557.0,,,CA,201412.0,,,PA,BR,401 W/W 1F,00024,2.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
1594,2003617,1111957884,2015-04-27T00:00:00,1710.0,,,CA,201506.0,,TOYO,PA,BR,601 W/W 1D,00024,2.0,8940,PARKING AREA,58.0,99999.0,99999.0
1595,2003618,1111958632,2015-04-27T00:00:00,1150.0,,,CA,201505.0,,NISS,PA,BR,11201 AVIATION BLVD,5M27,2.0,80714,PRIVATE PROPERTY,68.0,99999.0,99999.0
1596,2003661,1111964276,2015-04-26T00:00:00,820.0,,,CA,201501.0,,RANG,SU,BR,301 WORLD WAY SEC 1B,1A206,2.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1597,2011692,1110326372,2015-04-19T00:00:00,1515.0,,,FL,201505.0,,FORD,SU,BR,735 S FIGUEROA ST,1FB46,1.0,8056E1,WHITE ZONE,58.0,99999.0,99999.0
1598,2019826,1107693366,2015-04-25T00:00:00,2125.0,,,CA,201410.0,,BUIC,PA,BR,WINSTON/LOS ANGELES,00146,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1599,2019884,1108673193,2015-04-27T00:00:00,1315.0,,,CA,201604.0,,GMC,TR,BR,323 W 45TH ST,13A93,1.0,013,22500H,68.0,99999.0,99999.0
1600,2019899,1109236074,2015-05-04T00:00:00,1036.0,,,CA,201504.0,,DODG,SU,BR,8206 S HARVARD BL,00551,55.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1601,2020111,1109913464,2015-04-25T00:00:00,1030.0,,,CA,201604.0,,CHEV,TR,BR,53RD ST/BROADWAY,13A93,1.0,013,22500H,68.0,99999.0,99999.0
1602,2027438,1067871674,2015-05-01T00:00:00,955.0,,,CA,201403.0,,CHRY,PA,BR,138 E 64TH ST,13Z55,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1603,2027457,1104181035,2015-05-01T00:00:00,1125.0,,,CA,201502.0,,KIA,PA,BR,1257 MALCOLM AVE,8A35,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1604,2027683,1109850910,2015-04-30T00:00:00,2330.0,,,CA,201506.0,,INFI,PA,BR,11909 ALLIN,14G22,1.0,8069B,NO PARKING,73.0,99999.0,99999.0
1605,2027708,1109913475,2015-04-30T00:00:00,1130.0,,,CA,201308.0,,PONT,PA,BR,70TH ST E/O MAIN ST,13A85,1.0,013,22500H,68.0,99999.0,99999.0
1606,2036082,1109235746,2015-05-06T00:00:00,915.0,,,CA,201502.0,,CADI,PA,BR,3448 S CHESAPEAKE,00532,55.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1607,2036223,1110655523,2015-05-06T00:00:00,920.0,,,CA,201511.0,,HOND,PA,BR,5826 E BUCHANAN ST,00675,56.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1608,2036232,1110657973,2015-05-05T00:00:00,535.0,,,CA,201511.0,,NISS,PA,BR,1400 BLK N CARDINAL,00601,56.0,8056E4,RED ZONE,93.0,99999.0,99999.0
1609,2036421,1111736500,2015-05-06T00:00:00,1012.0,,,CA,201509.0,,MERZ,PA,BR,10822 ROSE AVE,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1610,2036424,1111736533,2015-05-06T00:00:00,1018.0,,,CA,201603.0,,NISS,PA,BR,3468 GLENDON AVE,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1611,2036479,1111743172,2015-05-06T00:00:00,850.0,,,CA,201507.0,,FORD,PA,BR,3646 KEYSTONE AV,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1612,2045926,1098640410,2015-05-04T00:00:00,1215.0,,,CA,201511.0,,FORD,VN,BR,3RD ST W/O GRAND AVE,1A35,1.0,019,22502E,63.0,99999.0,99999.0
1613,2045940,1105482210,2015-05-04T00:00:00,100.0,,,CA,201502.0,,BUIC,PA,BR,21025 BRYANT ST,17X66,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1614,2045951,1107814400,2015-04-26T00:00:00,2040.0,,,CA,201411.0,,MITS,PA,BR,102 E 30TH ST,MQ41,1.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
1615,2046032,1109223673,2015-05-07T00:00:00,846.0,,,CA,201605.0,,FORD,PA,BR,111 W 47TH ST,00547,55.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1616,2046479,1110319361,2015-05-03T00:00:00,145.0,,,CA,201109.0,,CHEV,TR,BR,ALPINE/CENTENNIAL,1XL6,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1617,2046512,1110365981,2013-04-25T00:00:00,1705.0,,,CA,201405.0,,FORD,TR,BR,62ND ST E/O AVALON,13MQ7,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1618,2046532,1110478644,2015-05-03T00:00:00,1545.0,,,CA,201506.0,,NISS,PA,BR,10636 WOODLEY AVE,01749,1.0,225078A,HANDICAP/NO DP ID,363.0,99999.0,99999.0
1619,2046639,1111874481,2015-04-29T00:00:00,924.0,,,CA,201508.0,,NISS,PA,BR,300 WORLD WAY,2C2B,2.0,000,17104h,,6439954.7,1802686.6
1620,2046674,1111919686,2015-05-05T00:00:00,1150.0,,,CA,201507.0,,FORD,PA,BR,100 WORLD WAY L/I,5M35,2.0,8939,WHITE CURB,58.0,99999.0,99999.0
1621,2046678,1111925382,2015-04-29T00:00:00,645.0,,,CA,201605.0,,TOYO,PA,BR,700 WORLD WAY U/L,2C302,2.0,000,17104h,,6439781.9,1802687.3
1622,2046733,1111945461,2015-05-02T00:00:00,2305.0,,,CA,201507.0,,HOND,PA,BR,300 WORLD WAY,5M39,2.0,8939,WHITE CURB,58.0,6439954.7,1802686.6
1623,2046786,1111957906,2015-05-05T00:00:00,1620.0,,,CA,,,KIA,TR,BR,380 WORLD WAY L/L,00024,2.0,8939,WHITE CURB,58.0,6439920.1,1802686.7
1624,2046817,1111960511,2015-05-01T00:00:00,1430.0,,,NY,201606.0,,NISS,PA,BR,9019 AIRPORT BL,5M45,2.0,8940,PARKING AREA,58.0,6444686.7,1806252.4
1625,2046828,1111966041,2015-05-04T00:00:00,645.0,,,FL,201606.0,,NISS,PA,BR,9019 AIRPORT BLVD C4,5M47,2.0,8940,PARKING AREA,58.0,6444686.7,1806252.4
1626,2054824,1109710814,2015-05-09T00:00:00,1228.0,13,,AZ,,,CHRY,PA,BR,139 N FLORES ST,00471,54.0,8058L,PREF PARKING,68.0,99999.0,99999.0
1627,2054833,1109711013,2015-05-08T00:00:00,1037.0,,,IL,201603.0,,,PA,BR,4520 W 2ND ST,00451,54.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1628,2054937,1111734632,2015-05-07T00:00:00,1030.0,,,CA,201511.0,,NISS,PA,BR,10724 TABOR ST,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1629,2054981,1111736953,2015-05-07T00:00:00,907.0,PM96,,CA,201512.0,,TOYO,PA,BR,9905 W VENICE BL,00146,51.0,8813B,METER EXPIRED,63.0,99999.0,99999.0
1630,2063595,1095893562,2015-05-04T00:00:00,1730.0,,,CA,,,CHEV,PA,BR,3904 GIBRALTAR,3SL41,1.0,8069AP,NO STOP/STAND PM,93.0,99999.0,99999.0
1631,2063637,1106321075,2015-05-05T00:00:00,1215.0,,,CA,201412.0,,FORD,VN,BR,VALERIO W/O LURLINE,21X46,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1632,2063641,1106321252,2015-04-23T00:00:00,1255.0,,,CA,201602.0,,GEO,PA,BR,20056 VENTURA BLVD,,1.0,225078C1,HANDICAP/ON LINE,363.0,99999.0,99999.0
1633,2063683,1108613144,2015-05-05T00:00:00,705.0,,,CA,201512.0,,HOND,PA,BR,Q ST/BANNING BL SWC,5A15,1.0,018,22502A,63.0,99999.0,99999.0
1634,2063726,1109239574,2015-05-11T00:00:00,1230.0,,,CA,201505.0,,KIA,PA,BR,3604 S HOLDREGE,00531,55.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1635,2063894,1110407642,2015-05-01T00:00:00,2340.0,,,CA,201602.0,,FORD,TR,BR,6335 WOODLEY AVE,,36.0,6344K2,NO PK BET 1-3AM,68.0,99999.0,99999.0
1636,2063965,1111735306,2015-05-09T00:00:00,1115.0,PW351,,CA,201506.0,,AUDI,PA,BR,2360 BENTLEY AV,313W,51.0,8813B,METER EXPIRED,63.0,99999.0,99999.0
1637,2064012,1111928532,2015-05-06T00:00:00,935.0,,,CA,201605.0,,HOND,PA,BR,200 WORLD WAY,2C1B,2.0,8939,WHITE CURB,58.0,6439997.9,1802686.4
1638,2064035,1111959446,2015-05-06T00:00:00,1123.0,,,CA,201601.0,,NISS,PA,BR,200 WORLD WAY U/L,2C9B,2.0,8939,WHITE CURB,58.0,6439997.9,1802686.4
1639,2072570,1103217570,2015-05-09T00:00:00,940.0,,,CA,201014.0,,FORD,TR,BR,3917 W 9TH ST,20A1,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
