,index,Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude
1367,1770879,1111150390,2015-03-19T00:00:00,921.0,,,CA,201509.0,,JEEP,PA,BR,3765 MOTOR AV,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6439101.6,1830333.2
1368,1770881,1111150412,2015-03-19T00:00:00,929.0,,,CA,201407.0,,GMC,PA,BR,3615 S OVERLAND AV,00146,51.0,8069C,PKD OVER TIME LIMIT,58.0,6437497.8,1830778.3
1369,1770884,1111150445,2015-03-19T00:00:00,1006.0,,,CA,201603.0,,HYUN,PA,BR,10865 ROSE AVE,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6435154.1,1831603.2
1370,1778686,1108887861,2015-03-17T00:00:00,2303.0,,,CA,201505.0,,CHEV,PA,BR,560 N WESTERN,,36.0,8603,PK IN PROH AREA,68.0,6468056.4,1852023.4
1371,1778701,1109387462,2015-03-23T00:00:00,1605.0,WF372,,CA,201509.0,,LEXU,PA,BR,6111 W WILSHIRE BL,00477,54.0,8070,PARK IN GRID LOCK ZN,163.0,6452146.1,1845509.5
1372,1778853,1109639322,2015-03-23T00:00:00,1046.0,,,CA,201502.0,,HYUN,PA,BR,455 E 109TH ST,00551,55.0,8069BS,NO PARK/STREET CLEAN,73.0,6480599.0,1799713.1
1373,1778856,1109921842,2015-03-19T00:00:00,805.0,,,CA,201408.0,,HOND,PA,BR,2300 TENNESSEE AVE,8A35,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1374,1778960,1111137086,2015-03-20T00:00:00,911.0,,,CA,201601.0,,FORD,PA,BR,3728 S OVERLAND AV,00146,51.0,8069C,PKD OVER TIME LIMIT,58.0,6437946.9,1830080.3
1375,1786679,1108990772,2015-03-09T00:00:00,1320.0,,,CA,201412.0,,LEXU,PA,BR,1211 N BERENDO,11C2,1.0,4000A1,NO EVIDENCE OF REG,50.0,6472456.4,1856592.2
1376,1786765,1109632576,2015-03-24T00:00:00,833.0,,,CA,201507.0,,PLYM,PA,BR,7811 S MCKINLEY AVE,00554,55.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1377,1786775,1109632672,2015-03-24T00:00:00,1003.0,,,CA,,,ACUR,PA,BR,110 E 91ST ST,00554,55.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1378,1786815,1109848073,2015-03-08T00:00:00,1340.0,,,CA,201503.0,,HOND,PA,BR,ELECTRIC/CALIFORNIA,00001,1.0,5200A,DSPLYPLATE A,25.0,99999.0,99999.0
1379,1786820,1109901225,2015-03-17T00:00:00,1620.0,,,CA,201506.0,,HOND,TR,BR,52ND ST W/O MAIN ST,13A63,1.0,013,22500H,68.0,99999.0,99999.0
1380,1787001,1110087344,2015-03-11T00:00:00,1550.0,,,CA,201509.0,,LROV,PA,BR,5960 W 98 ST,00001,1.0,225078A,HANDICAP/NO DP ID,363.0,6444026.3,1803451.7
1381,1787109,1110153763,2015-03-01T00:00:00,845.0,,,CA,,,VOLK,PA,BR,ABBOT KINNEY/SANTA C,8MQ71,1.0,5200A,DSPLYPLATE A,25.0,99999.0,99999.0
1382,1787183,1110307870,2015-02-26T00:00:00,955.0,,,CA,201407.0,,FORD,TR,BR,1125 MCCADDEN,00006,1.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
1383,1787232,1110316185,2015-03-06T00:00:00,1630.0,,,CA,201312.0,,CHEV,TR,BR,MANHATTAN/MELROSE,6TL2,1.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
1384,1787238,1110316244,2015-03-08T00:00:00,1505.0,,,CA,201501.0,,TOYO,TR,BR,HOBART/LEMON GROVE,20TL5,1.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
1385,1787364,1111148275,2015-03-23T00:00:00,1215.0,,,CA,201505.0,,TOYO,PA,BR,8800 WHITWORTH DR,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6445459.6,1843385.0
1386,1787376,1111148393,2015-03-23T00:00:00,1244.0,,,CA,201506.0,,NISS,PA,BR,9260 WHITWORTH DR,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6442545.0,1843397.1
1387,1787418,1111148846,2015-03-23T00:00:00,850.0,PR11,,CA,201505.0,,LEXU,PA,BR,1228 S SHENANDOAH ST,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6446088.5,1842554.3
1388,1795091,1108296534,2015-03-12T00:00:00,1250.0,,,CA,201505.0,,KIA,PA,BR,SHERMAN WAY/SEPULVED,35MQ1,1.0,225078A,HANDICAP/NO DP ID,363.0,99999.0,99999.0
1389,1795098,1108863711,2015-03-22T00:00:00,825.0,,,CA,201312.0,,GMC,SU,BR,5800 S ALBA ST,01377,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1390,1795197,1109398253,2015-03-25T00:00:00,1324.0,,,CA,201505.0,,VOLV,PA,BR,1420 N ALEXANDRIA AV,00477,54.0,8069BS,NO PARK/STREET CLEAN,73.0,6471353.2,1857824.7
1391,1795269,1109629032,2015-03-25T00:00:00,829.0,,,CA,,,TOYO,PA,BR,410 E 116TH S T,00556,55.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1392,1795459,1110478541,2015-03-20T00:00:00,950.0,,,CA,201501.0,,TOYO,PA,BR,16539 NAPA ST,,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1393,1795499,1110720634,2015-03-15T00:00:00,1600.0,,,CA,201508.0,,FORD,TR,BR,11770 FOOTHILL BLVD,,4.0,572521E,OBST FIRE RD,105.0,6443950.8,1921955.4
1394,1795608,1111021811,2015-03-18T00:00:00,810.0,,,CA,201504.0,,HOND,PA,BR,19400 GILMORE ST,00373,53.0,8069BS,NO PARK/STREET CLEAN,73.0,6393137.8,1891103.7
1395,1795660,1111148091,2015-03-24T00:00:00,1207.0,,,CA,201410.0,,HOND,PA,BR,1115 S ELM DR,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6442053.9,1843242.1
1396,1795661,1111148102,2015-03-24T00:00:00,1208.0,,,CA,201504.0,,SAAB,PA,BR,1115 S ELM DR,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6442053.9,1843242.1
1397,1795663,1111148124,2015-03-24T00:00:00,1212.0,,,CA,201510.0,,TOYO,VN,BR,1144 S CARDIFF AV,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1398,1795677,1111149023,2015-03-24T00:00:00,811.0,,,CA,201510.0,,SATU,PA,BR,1201 S SHENANDOAH ST,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6446097.1,1842727.4
1399,1795835,1111765244,2015-03-24T00:00:00,1042.0,,,CA,201602.0,,GMC,TR,BR,14900 OXNARD ST,,53.0,8061,STNDNG IN ALLEY,68.0,6423312.1,1887984.0
1400,1805567,1107552994,2015-03-16T00:00:00,10.0,,,CA,201408.0,,MERZ,PA,BR,INGOMAR/CANBY,10XL3,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1401,1805608,1108627446,2015-03-20T00:00:00,445.0,,,CA,201504.0,,CHEV,PA,BR,6TH/GRAND,1C54,1.0,8056E2,YELLOW ZONE,58.0,99999.0,99999.0
1402,1805712,1110071631,2015-03-22T00:00:00,855.0,,,CA,201411.0,,DODG,,BR,WARING/POINSETTIA,00702,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1403,1805919,1111148220,2015-03-25T00:00:00,642.0,,,CA,201512.0,,INFI,PA,BR,11133 CHARNOCK RD,00146,51.0,8056E1,WHITE ZONE,58.0,6434434.7,1828864.9
1404,1805958,1111874330,2015-03-07T00:00:00,1035.0,,,CA,201412.0,,PONT,PA,BR,400 WORLD WAY,2C2B,2.0,000,17104h,,6438015.2,1801747.7
1405,1805971,1111882100,2015-03-14T00:00:00,1755.0,,,CA,201505.0,,HOND,PA,BR,7610 WOODLEY AVE,3C12,11.0,89391C,EXCEED TIME LMT,58.0,6415430.9,1898649.2
1406,1805993,1111896962,2015-03-19T00:00:00,1509.0,,,CA,,,,PA,BR,100 WORLD WAY L/L,3C103,2.0,8939,WHITE CURB,58.0,99999.0,99999.0
1407,1806170,1111946312,2015-03-19T00:00:00,745.0,,,CA,201510.0,,CHEV,PA,BR,203 WORLD WY,5M22,2.0,80714,PRIVATE PROPERTY,68.0,99999.0,99999.0
1408,1810696,1107718334,2015-03-24T00:00:00,850.0,,,CA,201412.0,,CHEV,PA,BR,824 HAWAIIAN AVE,5A15,1.0,5204A,EXPIRED TAGS,25.0,6477541.4,1742354.8
1409,1810724,1108284343,2015-03-22T00:00:00,2235.0,,,CA,201410.0,,VOLV,PA,BR,CAHUENGA/SELMA,6FB16,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1410,1810779,1109625775,2015-03-26T00:00:00,1230.0,,,CA,201507.0,,FORD,PA,BR,1701 E 113TH ST,00557,55.0,8069BS,NO PARK/STREET CLEAN,73.0,6487831.9,1797749.2
1411,1810919,1109629205,2015-03-26T00:00:00,1056.0,,,CA,201506.0,,CHEV,PA,BR,9301 S ANZAC,00557,55.0,8069BS,NO PARK/STREET CLEAN,73.0,6489671.6,1805123.0
1412,1810923,1109629242,2015-03-26T00:00:00,1146.0,,,CA,201602.0,,CHEV,PU,BR,15191 S FIGUEROA,00557,55.0,8069B,NO PARKING,73.0,6475758.0,1783863.3
1413,1810938,1109727334,2015-03-18T00:00:00,745.0,,,CA,201407.0,,FORD,PA,BR,VINTAGE/AQUEDUCT,MQ16,1.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
1414,1818288,1104651074,2015-03-29T00:00:00,1955.0,,,CA,201412.0,,CHEV,PA,BR,6221 W 96TH ST,2A104,2.0,4000A1,NO EVIDENCE OF REG,50.0,6442358.3,1804005.3
1415,1818648,1111018355,2015-03-27T00:00:00,818.0,,,CA,,,UNK,PA,BR,8545 CEDROS AVE,00036,53.0,8069BS,NO PARK/STREET CLEAN,73.0,6424569.7,1904758.3
1416,1818652,1111018392,2015-03-27T00:00:00,1021.0,,,CA,201602.0,,CHEV,VN,BR,8923 LANGDON AV,00036,53.0,8069BS,NO PARK/STREET CLEAN,73.0,6419664.7,1907259.6
1417,1818658,1111018451,2015-03-27T00:00:00,1038.0,,,CA,201603.0,,FORD,PA,BR,8300 LANGDON AV,,53.0,8069BS,NO PARK/STREET CLEAN,73.0,6419618.5,1903294.3
1418,1818798,1111953021,2015-03-29T00:00:00,1150.0,,,CA,201603.0,,CHEV,PA,BR,5625 W IMPERIAL HWY,1A207,2.0,8940,PARKING AREA,58.0,6476923.2,1797387.7
1419,1821861,1111144683,2015-03-31T00:00:00,1047.0,PR285,,CA,201604.0,,BUIC,PA,BR,1513 S ROBERTSON BL,00146,51.0,8813B,METER EXPIRED,63.0,6445309.6,1841479.8
1420,1821892,1111146525,2015-03-27T00:00:00,1349.0,PR413,,CA,201512.0,,LEXU,PA,BR,9546 W PICO BL,00146,51.0,8813B,METER EXPIRED,63.0,6441446.3,1842728.9
1421,1821933,1111146934,2015-03-31T00:00:00,1415.0,PR649,,CA,201506.0,,HOND,PA,BR,1613 S ROBERTSON BL,00146,51.0,8813B,METER EXPIRED,63.0,99999.0,99999.0
1422,1828258,1096761422,2015-03-26T00:00:00,310.0,,,CA,201504.0,,SATU,PA,BR,GIBRALTER/PINAFORE,3Z1,1.0,8061,STNDNG IN ALLEY,68.0,99999.0,99999.0
1423,1828264,1096767276,2015-03-19T00:00:00,357.0,,,CA,201504.0,,CHEV,PA,BR,1722 W ADAMS,3XL72,1.0,000,226078A,,99999.0,99999.0
1424,1828291,1105454350,2015-03-25T00:00:00,1550.0,,,CA,200407.0,,FORD,TR,BR,FULLBRIGHT AVE/SHERM,21SL5,1.0,80732,EXCEED 72 HOURS,68.0,99999.0,99999.0
1425,1828348,1106552860,2015-03-20T00:00:00,655.0,,,CA,201512.0,,NISS,TR,BR,11200 BLYTHE ST,,1.0,8056E4,RED ZONE,93.0,6448388.0,1900788.5
1426,1828383,1108299043,2015-03-18T00:00:00,900.0,,,CA,201409.0,,TOYO,TR,BR,18626 COMMUNITY ST,35MQ1,1.0,099,5204,25.0,6398581.8,1903958.9
1427,1828482,1109399756,2015-04-01T00:00:00,1605.0,,,CA,201506.0,,TOYO,TR,BR,5525 W WILSHIRE,00496,54.0,8070,PARK IN GRID LOCK ZN,163.0,6456019.0,1845252.9
1428,1828486,1109399815,2015-04-01T00:00:00,1702.0,,,CA,,,INTL,TR,BR,6333 W WILSHIRE BLVD,00496,54.0,8070,PARK IN GRID LOCK ZN,163.0,6450698.8,1845706.7
1429,1828554,1109852925,2015-03-26T00:00:00,45.0,,,CA,201407.0,,TOYO,PA,BR,99TH PL W/O HINDRY,14A73,1.0,4000A1,NO EVIDENCE OF REG,50.0,6448446.9,1803033.8
1430,1828585,1109911552,2015-03-29T00:00:00,1430.0,,,CA,201504.0,,CHEV,VN,BR,1000 E 9TH ST,13U1,1.0,8056E4,RED ZONE,93.0,6483580.8,1806334.3
1431,1828662,1110145676,2015-03-17T00:00:00,1630.0,,,CA,201508.0,,MERC,PA,BR,1404 E 111TH PL,18H44,1.0,80714,PRIVATE PROPERTY,68.0,6485851.4,1798436.7
1432,1828717,1110192823,2015-03-26T00:00:00,400.0,,,CA,201408.0,,FORD,PA,BR,6330 3RD ST,00733,1.0,4000A1,NO EVIDENCE OF REG,50.0,6452658.3,1848538.4
1433,1828770,1110405995,2015-03-28T00:00:00,1011.0,,,CA,201412.0,,LROV,PA,BR,4730 CRYSTAL SPRINGS,,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1434,1838350,1105430211,2015-03-29T00:00:00,1210.0,,,CA,201412.0,,CHEV,PA,BR,MCGARRY ST/52ND ST,13A27,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1435,1838379,1106396896,2015-03-24T00:00:00,1640.0,,,CA,201409.0,,FORD,PA,BR,229 S AVE 22,4FBL6,1.0,4000A1,NO EVIDENCE OF REG,50.0,6495776.4,1849094.3
1436,1838447,1109400272,2015-04-02T00:00:00,1210.0,,,NY,201510.0,,,PA,BR,3010 W JEWEL ST,00444,54.0,8069BS,NO PARK/STREET CLEAN,73.0,6478463.7,1852305.3
1437,1838479,1110146774,2015-03-25T00:00:00,855.0,,,CA,201004.0,,CADI,PA,BR,COLDEN/WALL,18E13,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1438,1838514,1110361641,2015-03-17T00:00:00,1430.0,,,CA,200214.0,,GEO,PA,BR,3032 EASTSIDE,4C8,1.0,4000A1,NO EVIDENCE OF REG,50.0,6501188.0,1838290.2
1439,1838780,1111944643,2015-03-31T00:00:00,1035.0,,,CA,201507.0,,TOYO,PA,BR,5701 IMPERIAL HWY,5M27,2.0,80714,PRIVATE PROPERTY,68.0,99999.0,99999.0
1440,1838835,1111954373,2015-03-28T00:00:00,1545.0,,,CA,201507.0,,CHRY,VN,BR,400 WORLD WAY,5M47,2.0,8939,WHITE CURB,58.0,6438015.2,1801747.7
1441,1845877,1107554593,2015-04-01T00:00:00,1000.0,,,CA,201409.0,,HOND,PA,BR,18305 SHERMAN WAY,10SL2,1.0,4000A1,NO EVIDENCE OF REG,50.0,6400865.6,1896007.3
1442,1845962,1109390973,2015-04-04T00:00:00,928.0,72,,CA,201602.0,,HOND,PA,BR,1751 N VISTA ST,00477,54.0,8058L,PREF PARKING,68.0,6455147.5,1859898.1
1443,1846032,1109401274,2015-04-04T00:00:00,1241.0,12,,CA,201602.0,,AUDI,PA,BR,1069 N SANBORN AV,00477,54.0,8058L,PREF PARKING,68.0,6476641.7,1855892.7
1444,1846237,1109672001,2015-04-01T00:00:00,1728.0,,,CA,201603.0,,SCIO,SU,BR,1400 W 20TH ST,,55.0,010,22500E,68.0,6497511.1,1747298.9
1445,1846276,1109923776,2015-03-29T00:00:00,1550.0,,,CA,201506.0,,TOYO,PA,BR,1663 PURDUE AV,00853,1.0,8058L,PREF PARKING,68.0,99999.0,99999.0
1446,1846281,1109923824,2015-03-29T00:00:00,1620.0,,,CA,201601.0,,TOYO,PA,BR,1663 PURDUE AV,00853,1.0,8058L,PREF PARKING,68.0,99999.0,99999.0
1447,1846282,1109923835,2015-03-29T00:00:00,1615.0,,,CA,201602.0,,TOYO,PA,BR,1663 PURDUE AV,00853,1.0,8058L,PREF PARKING,68.0,99999.0,99999.0
1448,1846472,1111143375,2015-04-02T00:00:00,1010.0,,,CA,201507.0,,TOYO,PA,BR,3470 KELTON AV,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6435349.5,1830813.4
1449,1846475,1111143401,2015-04-02T00:00:00,1017.0,,,CA,201509.0,,ACUR,PA,BR,10717 LAWLER ST,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6436679.5,1831778.5
1450,1854126,1106425224,2015-04-02T00:00:00,1130.0,,,CA,201511.0,,FORD,SU,BR,1400 S EVERGREEN AVE,4A97,1.0,8056E4,RED ZONE,93.0,6496807.0,1830366.2
1451,1854133,1107495104,2015-04-06T00:00:00,1635.0,,,CA,,,UNK,TR,BR,6333 WILSHIRE BLVD,401B,54.0,8069AP,NO STOP/STAND PM,93.0,6450698.0,1845706.8
1452,1854137,1107714344,2015-03-31T00:00:00,900.0,,,CA,201507.0,,LEXU,SU,BR,221 W SEPULVEDA ST,5FL3,1.0,8061,STNDNG IN ALLEY,68.0,99999.0,99999.0
1453,1854246,1109398743,2015-04-06T00:00:00,930.0,,,CA,201602.0,,CHEV,VN,BR,710 N RIDGEWOOD DR,00443,54.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1454,1854279,1109425531,2015-04-01T00:00:00,1029.0,,,CA,201502.0,,CADI,PA,BR,JEFFERSON/MAIN,,1.0,8056E4,RED ZONE,93.0,99999.0,99999.0
1455,1854437,1110405284,2015-03-27T00:00:00,1800.0,,,CA,201502.0,,NISS,TR,BR,5200 ZOO DR OLD ZOO,01101,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1456,1854438,1110405295,2015-03-27T00:00:00,,,,CA,201311.0,,FORD,,BR,5200 ZOO DR,01101,1.0,4000A1,NO EVIDENCE OF REG,50.0,6470684.1,1879103.7
1457,1854440,1110405310,2015-03-27T00:00:00,2310.0,,,CA,201508.0,,MAZD,PA,BR,4730 CRYSTAL SPRINGS,01101,1.0,6344K2,NO PK BET 1-3AM,68.0,99999.0,99999.0
1458,1854441,1110406076,2015-03-26T00:00:00,2130.0,,,CA,201507.0,,CHRY,PA,BR,6660 ESPLANADE PL,,36.0,8603,PK IN PROH AREA,68.0,6425195.9,1808296.0
1459,1861429,1107772842,2015-04-02T00:00:00,1207.0,,,CA,201511.0,,FORD,SU,BR,LITTLE ST N/O 7TH ST,2C22,1.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1460,1861902,1111144484,2015-04-06T00:00:00,1334.0,PW229,,CA,201602.0,,HOND,PA,BR,10991 W PICO BL,00146,51.0,8813B,METER EXPIRED,63.0,6430738.5,1836629.6
1461,1874038,1104661272,2015-04-02T00:00:00,855.0,,,CA,201604.0,,NISS,PA,BR,400 WORLD WAY LOWER,7K938,2.0,8939,WHITE CURB,58.0,6438044.2,1801739.7
1462,1874134,1109393272,2015-04-09T00:00:00,805.0,MM214,,CA,201503.0,,CHEV,PA,BR,681 S CLOVERDALE AV,00477,54.0,8813B,METER EXPIRED,63.0,6456821.5,1845408.4
1463,1874235,1110189570,2015-04-05T00:00:00,1000.0,,,CA,201411.0,,LEXU,,BR,BANGOR ST/BURNSIDE,7A73,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1464,1874286,1110407502,2015-04-08T00:00:00,2131.0,,,CA,201511.0,,HOND,PA,BR,11075 FOOTHILL BLVD,,36.0,000,8306,,99999.0,99999.0
1465,1874302,1110651824,2015-04-09T00:00:00,1355.0,,,CA,200710.0,,DATS,PA,BR,4665 N WOODSIDE DR,00672,56.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
1466,1874421,1111152781,2015-04-08T00:00:00,1006.0,,,CA,201601.0,,ACUR,PA,BR,10834 ROSE AVE,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6435429.3,1831782.5
1467,1874426,1111152836,2015-04-08T00:00:00,1022.0,,,OR,201508.0,,KIA,PA,BR,10742 WESTMINSTER AV,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6436827.4,1831165.8
1468,1874555,1111890835,2015-04-03T00:00:00,544.0,,,CA,201602.0,,DODG,PA,BR,700 WORLD WAY U/L,2C302,2.0,000,17104h,,6439974.2,1801963.4
1469,1874580,1111911054,2015-04-05T00:00:00,753.0,,,CA,201504.0,,CHEV,PA,BR,5300 W 99TH PL,1A104,2.0,8936,RED CURB,93.0,99999.0,99999.0
1470,1874601,1111925345,2015-04-03T00:00:00,1332.0,,,CA,201507.0,,TOYO,PA,BR,100 WORLD WAY L/L,2C101,2.0,000,17104h,,99999.0,99999.0
1471,1882163,1107595532,2015-04-04T00:00:00,2345.0,,,CA,201509.0,,CHEV,PA,BR,6838 HOLLYWOOD BL,6FB36,1.0,8056E1,WHITE ZONE,58.0,6458963.8,1859515.9
1472,1882240,1108125163,2015-03-30T00:00:00,1010.0,,,CA,201405.0,,INTL,PA,BR,40 ROSE AVE,14X9,1.0,4000A1,NO EVIDENCE OF REG,50.0,6416473.0,1821079.5
1473,1882279,1108296685,2015-04-06T00:00:00,1050.0,,,CA,201406.0,,TOYO,TR,BR,HART ST/WOODMAN AV,35MQ1,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1474,1882454,1109402534,2015-04-10T00:00:00,1027.0,,,MN,201504.0,,GMC,PA,BR,5444 S FOUNTAIN,00443,54.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1475,1882474,1109402766,2015-04-12T00:00:00,1300.0,,,CA,201512.0,,TOYO,PA,BR,252 N OCCIDENTAL BL,00443,54.0,011,22500F,68.0,6477466.9,1849025.2
1476,1882674,1109440695,2015-04-10T00:00:00,1011.0,,,CA,201508.0,,DODG,PA,BR,5720 S SAN PEDRO,00558,55.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1477,1882728,1109628962,2015-04-09T00:00:00,736.0,,,CA,201508.0,,HOND,PA,BR,740 W EL SEGUNDO,00557,55.0,8069AA,NO STOP/STAND AM,93.0,6474234.7,1792097.6
1478,1882754,1109727393,2015-03-31T00:00:00,1100.0,,,CA,201302.0,,MBNZ,PA,BR,RAINER/DEGARMO,MQ16,1.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
1479,1882868,1110157296,2015-04-04T00:00:00,2235.0,,,CA,201506.0,,MITS,TR,BR,VISTA DEL MAR/IMPERI,14FB1,1.0,8069B,NO PARKING,73.0,99999.0,99999.0
1480,1882982,1110652115,2015-04-11T00:00:00,1306.0,,,CA,201509.0,,TOYO,SU,BR,1341 S 4TH ST,00609,56.0,8056E2,YELLOW ZONE,58.0,99999.0,99999.0
1481,1883146,1111152405,2015-04-09T00:00:00,1016.0,,,CN,201505.0,,VOLK,PA,BR,10469 NATIONAL BLVD,00141,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6436783.8,1833245.3
1482,1883162,1111152571,2015-04-09T00:00:00,1016.0,,,CA,201507.0,,TOYO,PA,BR,10807 LAWLER ST,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6436072.8,1831397.7
1483,1890694,1108224456,2015-04-05T00:00:00,1625.0,,,CA,201510.0,,GMC,TR,BR,11850 FOOTHILL BL,16A11,1.0,8069A,NO STOPPING/STANDING,93.0,99999.0,99999.0
1484,1890700,1108609180,2015-04-08T00:00:00,1515.0,,,CA,201504.0,,TOYO,PA,BR,1318 227TH ST,5Z3,1.0,8056E4,RED ZONE,93.0,6470584.8,1757074.0
1485,1890718,1109395825,2015-04-13T00:00:00,1444.0,L278,,CA,201507.0,,HOND,PA,BR,219 S LARCHMONT,00477,54.0,8813B,METER EXPIRED,63.0,99999.0,99999.0
1486,1890730,1109402825,2015-04-13T00:00:00,823.0,,,CA,201603.0,,VOLK,PA,BR,5946 GREGORY AVE,00443,54.0,8069BS,NO PARK/STREET CLEAN,73.0,6463121.2,1853921.0
1487,1890827,1109437243,2015-04-13T00:00:00,1005.0,,,CA,201602.0,,CHEV,PA,BR,6205 S HARVARD BL,00543,55.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1488,1890907,1109472232,2015-04-13T00:00:00,1217.0,SH436,,NC,201508.0,,KIA,PA,BR,1200 N ORANGE DR,00485,54.0,8069BS,NO PARK/STREET CLEAN,73.0,6458240.5,1856251.6
1489,1890995,1110486101,2015-04-05T00:00:00,1730.0,,,CA,201507.0,,FORD,TR,BR,11850 FOOTHILL BL,16A11,1.0,8853,PK OUTSD SPACE,58.0,99999.0,99999.0
1490,1891057,1110652211,2015-04-13T00:00:00,1002.0,,,CA,201411.0,,FORD,TR,BR,5421 N ASH ST,00672,56.0,5204A,EXPIRED TAGS,25.0,6501516.1,1862743.2
1491,1891241,1111168623,2015-04-11T00:00:00,1112.0,PR462,,GA,201512.0,,BUIC,PA,BR,1405 S OAKHURST DR,00313,51.0,8813B,METER EXPIRED,63.0,6443234.0,1842669.4
1492,1891255,1111168763,2015-04-12T00:00:00,813.0,WP120,,CA,201504.0,,TOYO,PA,BR,514 E WASHINGTON BL,00207,51.0,8813B,METER EXPIRED,63.0,99999.0,99999.0
1493,1898139,1107549752,2015-04-10T00:00:00,100.0,,,CA,201409.0,,AUDI,PA,BR,5540 SHIRLEY AVE,WVAL,1.0,4000A1,NO EVIDENCE OF REG,50.0,6392967.8,1892303.8
1494,1898200,1108401276,2015-04-09T00:00:00,2130.0,,,CA,209402.0,,HOND,PA,BR,1864 CORDOVA ST,20A45,1.0,099,5204,25.0,99999.0,99999.0
1495,1898401,1110156283,2015-04-09T00:00:00,1622.0,,,CA,200801.0,,FORD,RV,BR,4365 MCLAUGHLIN AV,14X16,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1496,1898426,1110478552,2015-04-11T00:00:00,1515.0,,,CA,201511.0,,FORD,SU,BR,19100 BRYANT ST,,1.0,8056E4,RED ZONE,93.0,6395648.2,1905529.4
1497,1898547,1111815950,2015-04-13T00:00:00,858.0,,,CA,201509.0,,HOND,PA,BR,18501 HATTERAS ST,00373,53.0,8069BS,NO PARK/STREET CLEAN,73.0,6399545.9,1887406.0
1498,1905959,1105795552,2015-04-12T00:00:00,1240.0,,,CA,201405.0,,CHEV,TR,BR,14977 NURMI ST,L50,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1499,1905985,1107816651,2015-04-05T00:00:00,2220.0,,,CA,201501.0,,FORD,PA,BR,4920 S GRAND AVE,13X42,1.0,4000A1,NO EVIDENCE OF REG,50.0,6476765.9,1821825.4
1500,1906219,1109900072,2015-04-10T00:00:00,1720.0,,,CA,201504.0,,TOYO,PA,BR,S/O 46TH W/O CENTRAL,13X42,1.0,8061,STNDNG IN ALLEY,68.0,99999.0,99999.0
1501,1906325,1110327890,2015-04-07T00:00:00,1030.0,,,CA,201405.0,,FORD,PA,BR,4415 AVALON,01352,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
